Id;Predicted;confidence(1);confidence(-1);prediction(Predicted)
4962.0;;0.9991435880586402;8.564119413598956E-4;1
4967.0;;0.6054544644754447;0.39454553552455524;1
4968.0;;0.9976655587568504;0.002334441243149519;1
4986.0;;0.8482653230311556;0.15173467696884443;1
4988.0;;0.8219814662577543;0.17801853374224572;1
4989.0;;0.965804527905786;0.0341954720942141;1
4990.0;;0.9996470866199105;3.5291338008952393E-4;1
5005.0;;0.9944462138112016;0.005553786188798532;1
5015.0;;0.9998152237358552;1.847762641448867E-4;1
5027.0;;0.9999883148037434;1.16851962567104E-5;1
5034.0;;0.9985877474523702;0.001412252547629733;1
5036.0;;0.9608879312904706;0.03911206870952933;1
5039.0;;0.7284410172227053;0.2715589827772948;1
5041.0;;0.9937090641471179;0.00629093585288204;1
5042.0;;0.927183379249888;0.07281662075011194;1
5043.0;;0.8078219566419154;0.19217804335808467;1
5046.0;;0.1572501671302585;0.8427498328697415;-1
5051.0;;0.9998725247068841;1.274752931158326E-4;1
5061.0;;0.9919571054500296;0.00804289454997045;1
5063.0;;0.08065920302352497;0.9193407969764751;-1
5072.0;;0.9424077442317624;0.0575922557682376;1
5086.0;;0.9954912270464746;0.004508772953525258;1
5103.0;;0.9996755727273795;3.2442727262046013E-4;1
5110.0;;0.9915477846325801;0.008452215367419956;1
5117.0;;0.9816469427039033;0.0183530572960968;1
5124.0;;0.9985154433735356;0.0014845566264643337;1
5134.0;;0.8904424419545014;0.10955755804549863;1
5140.0;;0.4229672921358572;0.5770327078641428;-1
5147.0;;0.5051523991157919;0.49484760088420804;1
5154.0;;0.9960992366340824;0.0039007633659175803;1
5158.0;;0.9956588532263078;0.00434114677369223;1
5169.0;;0.8756795796840271;0.12432042031597287;1
5172.0;;0.3252269532812314;0.6747730467187686;-1
5174.0;;0.8052642718104738;0.19473572818952625;1
5206.0;;0.6013630315042526;0.3986369684957475;1
5207.0;;0.9245984304735756;0.0754015695264244;1
5210.0;;0.9990261193114441;9.738806885558373E-4;1
5214.0;;0.7026381255235696;0.29736187447643037;1
5221.0;;0.9789222226168028;0.021077777383197105;1
5226.0;;0.1020903754915308;0.8979096245084692;-1
5229.0;;0.9683445748255367;0.03165542517446335;1
5236.0;;0.9203863939890832;0.0796136060109168;1
5241.0;;0.9764917108915019;0.023508289108498073;1
5245.0;;0.9063118678552187;0.09368813214478147;1
5253.0;;0.8841540232292062;0.11584597677079368;1
5260.0;;0.9998376974793463;1.623025206538536E-4;1
5265.0;;0.46798397213645676;0.5320160278635433;1
5270.0;;0.8947126628685066;0.10528733713149341;1
5281.0;;0.9538365084676012;0.046163491532398945;1
5287.0;;0.995675389381105;0.004324610618894877;1
5293.0;;0.9831731899510473;0.016826810048952576;1
5304.0;;0.9885614846040397;0.011438515395960164;1
5313.0;;0.9987557354904929;0.0012442645095070192;1
5318.0;;0.9866063618730482;0.013393638126951851;1
5320.0;;0.5700498940809889;0.4299501059190111;1
5332.0;;0.9981334826649249;0.001866517335075153;1
5334.0;;0.6157855353558698;0.3842144646441303;1
5338.0;;0.6902763162955086;0.3097236837044913;1
5343.0;;0.9931520513549398;0.006847948645060305;1
5346.0;;0.794136857593873;0.20586314240612694;1
5354.0;;0.9964781365637817;0.003521863436218381;1
5358.0;;0.6653463625480492;0.33465363745195065;1
5360.0;;0.8739341511578548;0.1260658488421452;1
5363.0;;0.4897461818071155;0.5102538181928845;1
5365.0;;0.0721754548238399;0.9278245451761601;-1
5367.0;;0.950820302029633;0.04917969797036705;1
5368.0;;0.9873852381280415;0.012614761871958485;1
5369.0;;0.9699318491437152;0.03006815085628469;1
5377.0;;0.999885697970961;1.1430202903903823E-4;1
5382.0;;0.9986513700554255;0.001348629944574508;1
5384.0;;0.9738504876684512;0.026149512331548812;1
5389.0;;0.9059204858634237;0.09407951413657627;1
5398.0;;0.9988703397120785;0.0011296602879214853;1
5419.0;;0.01583304849380337;0.9841669515061966;-1
5420.0;;0.1267529514210293;0.8732470485789707;-1
5428.0;;0.9965773165462927;0.0034226834537074403;1
5435.0;;0.9999014945839946;9.850541600539839E-5;1
5446.0;;0.8333711410470503;0.16662885895294965;1
5447.0;;0.7651805646801834;0.2348194353198167;1
5451.0;;0.9372231098290376;0.06277689017096244;1
5463.0;;0.9869444781982211;0.013055521801778897;1
5469.0;;0.2678784685449852;0.7321215314550148;-1
5486.0;;0.9034444415845703;0.09655555841542968;1
5491.0;;0.0041877743114142;0.9958122256885857;-1
5501.0;;0.9929325674345393;0.007067432565460837;1
5520.0;;0.9999765891846202;2.341081537977834E-5;1
5525.0;;0.9983148163040817;0.0016851836959183284;1
5526.0;;0.9999981220951975;1.8779048026211448E-6;1
5527.0;;0.9994099813419632;5.900186580366863E-4;1
5531.0;;0.9749123323010168;0.025087667698983223;1
5532.0;;0.714769637658272;0.28523036234172816;1
5556.0;;0.8620045934589794;0.13799540654102072;1
5561.0;;0.7506306757560304;0.24936932424396963;1
5569.0;;0.8829262747673879;0.11707372523261195;1
5582.0;;0.9999852653961016;1.4734603898471575E-5;1
5584.0;;0.9983610409775019;0.0016389590224980208;1
5585.0;;0.07874863499493487;0.9212513650050651;-1
5589.0;;0.1064835553645867;0.8935164446354132;-1
5614.0;;0.996948731810604;0.0030512681893961244;1
5616.0;;0.9972748027625903;0.002725197237409735;1
5620.0;;0.9576452388924998;0.042354761107500236;1
5634.0;;0.9954920753364972;0.004507924663502871;1
5638.0;;0.42614470245145075;0.5738552975485494;-1
5643.0;;0.7943369978850869;0.20566300211491312;1
5644.0;;0.9953329335586748;0.004667066441325128;1
5651.0;;0.882575550217101;0.11742444978289905;1
5656.0;;0.9932200399068899;0.00677996009311018;1
5665.0;;0.9999241176591837;7.58823408164058E-5;1
5669.0;;0.9847122174886089;0.015287782511391115;1
5674.0;;0.9707257338871459;0.029274266112854216;1
5681.0;;0.9900749533717347;0.009925046628265391;1
5682.0;;0.9890305976940396;0.010969402305960383;1
5683.0;;0.8999040619855289;0.10009593801447109;1
5698.0;;0.9977122822054069;0.0022877177945932513;1
5699.0;;0.7301682570306123;0.26983174296938767;1
5718.0;;0.9997410098794967;2.589901205034727E-4;1
5719.0;;0.1959900467063511;0.8040099532936489;-1
5731.0;;0.06888407244338096;0.9311159275566191;-1
5758.0;;0.0654784133702783;0.9345215866297217;-1
5760.0;;0.9834446033943725;0.016555396605627465;1
5765.0;;0.9048898809028172;0.09511011909718282;1
5772.0;;0.9529690966430078;0.047030903356992164;1
5773.0;;0.03759775988463107;0.9624022401153689;-1
5774.0;;0.9491238639940424;0.05087613600595766;1
5779.0;;0.5955990309257048;0.4044009690742952;1
5782.0;;0.9981481989757969;0.0018518010242029874;1
5784.0;;0.037633299016295675;0.9623667009837042;-1
5790.0;;0.8930430486082369;0.10695695139176312;1
5799.0;;0.9914187224700812;0.00858127752991871;1
5808.0;;0.9779730249432986;0.022026975056701356;1
5815.0;;0.9940863670987442;0.005913632901255759;1
5817.0;;0.06592462869940811;0.9340753713005919;-1
5823.0;;0.9891998412382371;0.010800158761762966;1
5830.0;;0.9049744541415564;0.09502554585844361;1
5841.0;;0.9563441972723704;0.04365580272762955;1
5850.0;;0.738852110028758;0.2611478899712421;1
5856.0;;0.6365722162410753;0.3634277837589247;1
5862.0;;0.9983381152725717;0.001661884727428342;1
5865.0;;0.8742830350415329;0.12571696495846696;1
5868.0;;0.9870748983128945;0.012925101687105558;1
5878.0;;0.9974169510636243;0.0025830489363756564;1
5889.0;;0.99776720282784;0.002232797172159823;1
5893.0;;0.974303613494813;0.02569638650518702;1
5895.0;;0.9995411728017791;4.5882719822090234E-4;1
5906.0;;0.9980739266642074;0.0019260733357925898;1
5909.0;;0.9745492182477575;0.02545078175224248;1
5930.0;;0.9625914003972899;0.037408599602710216;1
5931.0;;0.8220315741490918;0.17796842585090816;1
5932.0;;0.6763250118008294;0.32367498819917057;1
5933.0;;0.9857949872364903;0.014205012763509805;1
5940.0;;0.9439936103931965;0.05600638960680341;1
5942.0;;0.9918092673263499;0.008190732673650138;1
5953.0;;0.9980331691060856;0.0019668308939144326;1
5956.0;;0.8018161695847748;0.19818383041522525;1
5963.0;;0.6132726984252359;0.3867273015747641;1
5973.0;;0.6062479568712872;0.39375204312871287;1
5976.0;;0.8164438936116768;0.1835561063883233;1
